,Station,Target Variable,RF_max_depth,RF_n_estimators,RF_max_features,RF_min_samples_split,RF_min_samples_leaf,MAE,MSE,RMSE,R2,Station_Target
11838,HAGA,sea_median,20,100,log2,10,1,0.1648496273684157,0.0713655832774243,0.2671433758816121,0.7737183789829191,HAGA_sea_median
11840,HAGA,"(37.3125, 15.166667938232422)",20,100,log2,10,3,0.1602874195927338,0.0726789026932551,0.2695902496257147,0.7633380633990975,"HAGA_(37.3125, 15.166667938232422)"
11841,HAGA,"(37.3125, 15.125)",20,100,log2,10,3,0.1567631133600796,0.0716361635949523,0.2676493295245708,0.7412166078344535,"HAGA_(37.3125, 15.125)"
11842,HAGA,"(37.3125, 15.208335876464844)",20,100,log2,10,3,0.1696295594154485,0.0768640058735433,0.2772435858113643,0.785759350790296,"HAGA_(37.3125, 15.208335876464844)"
11843,HAGA,"(37.35416793823242, 15.166667938232422)",20,100,log2,10,3,0.1705800532590577,0.0721876802572543,0.268677651205407,0.785907759941102,"HAGA_(37.35416793823242, 15.166667938232422)"
11844,HAGA,"(37.35416793823242, 15.125)",20,100,log2,10,3,0.1662251562640279,0.0700272878028403,0.2646266951817982,0.7703882122778444,"HAGA_(37.35416793823242, 15.125)"
11845,HAGA,sea_mean,20,100,log2,10,3,0.1637459689104435,0.0716769278461719,0.2677254710448221,0.7726246862884706,HAGA_sea_mean
11846,HAGA,sea_median,20,100,log2,10,3,0.1648362033659035,0.0718924290334227,0.2681276357137078,0.7720478887239118,HAGA_sea_median
11848,HAGA,"(37.3125, 15.166667938232422)",20,100,log2,10,5,0.1598132970630912,0.072882379257301,0.2699673670229442,0.7626754893106685,"HAGA_(37.3125, 15.166667938232422)"
11849,HAGA,"(37.3125, 15.125)",20,100,log2,10,5,0.1565315000021568,0.0718153861129164,0.2679839288332725,0.7405691721145082,"HAGA_(37.3125, 15.125)"
11850,HAGA,"(37.3125, 15.208335876464844)",20,100,log2,10,5,0.1690872428869609,0.0770773271397166,0.2776280373804429,0.7851647670701816,"HAGA_(37.3125, 15.208335876464844)"
11851,HAGA,"(37.35416793823242, 15.166667938232422)",20,100,log2,10,5,0.1699497057962618,0.0722161836481273,0.2687306898144075,0.7858232253670647,"HAGA_(37.35416793823242, 15.166667938232422)"
11852,HAGA,"(37.35416793823242, 15.125)",20,100,log2,10,5,0.1656606341875282,0.070053248048567,0.2646757413299659,0.7703030914825368,"HAGA_(37.35416793823242, 15.125)"
11853,HAGA,sea_mean,20,100,log2,10,5,0.1632178381488586,0.0718317454622881,0.2680144500997812,0.7721335700382311,HAGA_sea_mean
11854,HAGA,sea_median,20,100,log2,10,5,0.164263145135156,0.0720110358890004,0.2683487206770333,0.7716718173697478,HAGA_sea_median
11856,HAGA,"(37.3125, 15.166667938232422)",20,100,0.5,10,1,0.1621406331029118,0.0741465480927659,0.2722986376990637,0.7585590176289986,"HAGA_(37.3125, 15.166667938232422)"
11857,HAGA,"(37.3125, 15.125)",20,100,0.5,10,1,0.1587501829587791,0.073468496987238,0.2710507277009933,0.7345973609759114,"HAGA_(37.3125, 15.125)"
11858,HAGA,"(37.3125, 15.208335876464844)",20,100,0.5,10,1,0.1713054714648656,0.0776829181372927,0.2787165551905605,0.7834768221471741,"HAGA_(37.3125, 15.208335876464844)"
11859,HAGA,"(37.35416793823242, 15.166667938232422)",20,100,0.5,10,1,0.1721873686797932,0.0726598368130507,0.2695548864573795,0.7845074509918641,"HAGA_(37.35416793823242, 15.166667938232422)"
11860,HAGA,"(37.35416793823242, 15.125)",20,100,0.5,10,1,0.1679456175358251,0.0709340486621186,0.2663344676569645,0.7674150429824468,"HAGA_(37.35416793823242, 15.125)"
11861,HAGA,sea_mean,20,100,0.5,10,1,0.1654555842584262,0.0727649412807376,0.2697497753117463,0.7691732633070383,HAGA_sea_mean
11862,HAGA,sea_median,20,100,0.5,10,1,0.1666534198874321,0.0729405656190995,0.2700751110693088,0.7687245214260889,HAGA_sea_median
11864,HAGA,"(37.3125, 15.166667938232422)",20,100,0.5,10,3,0.161826849688238,0.074353198892136,0.2726778298507894,0.7578861073817779,"HAGA_(37.3125, 15.166667938232422)"
11865,HAGA,"(37.3125, 15.125)",20,100,0.5,10,3,0.1582343146134625,0.0734275436939215,0.2709751717296651,0.7347453034624007,"HAGA_(37.3125, 15.125)"
11866,HAGA,"(37.3125, 15.208335876464844)",20,100,0.5,10,3,0.1712916498166642,0.0782916106194331,0.2798063805909958,0.7817802325528538,"HAGA_(37.3125, 15.208335876464844)"
11867,HAGA,"(37.35416793823242, 15.166667938232422)",20,100,0.5,10,3,0.1720709034529302,0.0733518183373212,0.2708354082045425,0.7824551911868326,"HAGA_(37.35416793823242, 15.166667938232422)"
11868,HAGA,"(37.35416793823242, 15.125)",20,100,0.5,10,3,0.1677507270701847,0.0713822421602262,0.2671745537288801,0.7659454657137159,"HAGA_(37.35416793823242, 15.125)"
11869,HAGA,sea_mean,20,100,0.5,10,3,0.1652734795004584,0.0731428265325033,0.2704493049214646,0.7679745264156974,HAGA_sea_mean
11870,HAGA,sea_median,20,100,0.5,10,3,0.1664185233939728,0.0733100368292867,0.2707582627165545,0.7675530247392994,HAGA_sea_median
11872,HAGA,"(37.3125, 15.166667938232422)",20,100,0.5,10,5,0.161002715471405,0.0742081940594015,0.2724118096915066,0.7583582818816635,"HAGA_(37.3125, 15.166667938232422)"
11873,HAGA,"(37.3125, 15.125)",20,100,0.5,10,5,0.1575979525808732,0.0732753941120798,0.2706942816390472,0.7352949390504844,"HAGA_(37.3125, 15.125)"
11874,HAGA,"(37.3125, 15.208335876464844)",20,100,0.5,10,5,0.1703077101800289,0.0780941705222968,0.2794533422993843,0.7823305511852199,"HAGA_(37.3125, 15.208335876464844)"
11875,HAGA,"(37.35416793823242, 15.166667938232422)",20,100,0.5,10,5,0.1710209994297482,0.0728742030369547,0.2699522236192077,0.7838716895308362,"HAGA_(37.35416793823242, 15.166667938232422)"
11876,HAGA,"(37.35416793823242, 15.125)",20,100,0.5,10,5,0.1667753091093545,0.0709209603130941,0.2663098952594404,0.7674579582418001,"HAGA_(37.35416793823242, 15.125)"
11877,HAGA,sea_mean,20,100,0.5,10,5,0.1643221264821526,0.0728699680037582,0.2699443794631743,0.7688400949526948,HAGA_sea_mean
11878,HAGA,sea_median,20,100,0.5,10,5,0.1654622145120131,0.072988257558336,0.270163390484973,0.7685733027458195,HAGA_sea_median
11880,MSDA,"(35.9375, 14.541667938232422)",20,100,sqrt,10,1,0.1809926680018712,0.0795210625187009,0.281994791651727,0.755740486568709,"MSDA_(35.9375, 14.541667938232422)"
11881,MSDA,"(35.895835876464844, 14.583335876464844)",20,100,sqrt,10,1,0.2030007883632737,0.0867493250985748,0.2945323837858493,0.7659239585291414,"MSDA_(35.895835876464844, 14.583335876464844)"
11882,MSDA,"(35.97916793823242, 14.5)",20,100,sqrt,10,1,0.1868578657212536,0.0914215678247475,0.3023599970643397,0.7941970534736418,"MSDA_(35.97916793823242, 14.5)"
11883,MSDA,"(35.97916793823242, 14.458335876464844)",20,100,sqrt,10,1,0.1790094383357052,0.0818528300961661,0.2860993360638331,0.7748773860656895,"MSDA_(35.97916793823242, 14.458335876464844)"
11884,MSDA,"(35.9375, 14.583335876464844)",20,100,sqrt,10,1,0.1851394454936379,0.0821301977069068,0.2865836661551157,0.8241326870083535,"MSDA_(35.9375, 14.583335876464844)"
11885,MSDA,sea_mean,20,100,sqrt,10,1,0.1732304849269532,0.0738166017268752,0.271692108326457,0.8038166684207919,MSDA_sea_mean
11886,MSDA,sea_median,20,100,sqrt,10,1,0.1773594686299523,0.0782532886442575,0.2797378927572336,0.7946309704791583,MSDA_sea_median
11888,MSDA,"(35.9375, 14.541667938232422)",20,100,sqrt,10,3,0.180986236915585,0.0809313878705795,0.2844844246537576,0.7514084847905806,"MSDA_(35.9375, 14.541667938232422)"
11889,MSDA,"(35.895835876464844, 14.583335876464844)",20,100,sqrt,10,3,0.2034097866622617,0.0877160026441624,0.2961688752116982,0.7633155687463644,"MSDA_(35.895835876464844, 14.583335876464844)"
11890,MSDA,"(35.97916793823242, 14.5)",20,100,sqrt,10,3,0.1871988507362015,0.0938227510506199,0.3063049967771011,0.788791648657335,"MSDA_(35.97916793823242, 14.5)"
11891,MSDA,"(35.97916793823242, 14.458335876464844)",20,100,sqrt,10,3,0.1790914342351794,0.083561051967494,0.2890692857560174,0.7701792055336137,"MSDA_(35.97916793823242, 14.458335876464844)"
11892,MSDA,"(35.9375, 14.583335876464844)",20,100,sqrt,10,3,0.1857384085134787,0.0843593399409294,0.2904467936489047,0.8193593726134123,"MSDA_(35.9375, 14.583335876464844)"
11893,MSDA,sea_mean,20,100,sqrt,10,3,0.1736856935859942,0.0755732838638387,0.2749059545805415,0.7991479117171125,MSDA_sea_mean
11894,MSDA,sea_median,20,100,sqrt,10,3,0.1775123076061462,0.0799667176798913,0.282783870968433,0.7901342232587234,MSDA_sea_median
11896,MSDA,"(35.9375, 14.541667938232422)",20,100,sqrt,10,5,0.1806484686168491,0.0792954410333151,0.2815944620075385,0.7564335129505815,"MSDA_(35.9375, 14.541667938232422)"
11897,MSDA,"(35.895835876464844, 14.583335876464844)",20,100,sqrt,10,5,0.2041708846760753,0.0875542186772477,0.2958956212539275,0.7637521110538212,"MSDA_(35.895835876464844, 14.583335876464844)"
11898,MSDA,"(35.97916793823242, 14.5)",20,100,sqrt,10,5,0.1866080079155535,0.0913356533434405,0.3022178905085544,0.7943904591854771,"MSDA_(35.97916793823242, 14.5)"
11899,MSDA,"(35.97916793823242, 14.458335876464844)",20,100,sqrt,10,5,0.1787725821744904,0.0815190140310805,0.2855153481532657,0.7757954917079383,"MSDA_(35.97916793823242, 14.458335876464844)"
11900,MSDA,"(35.9375, 14.583335876464844)",20,100,sqrt,10,5,0.1859418327626728,0.0829408356916069,0.2879945063566438,0.8223968489346777,"MSDA_(35.9375, 14.583335876464844)"
11901,MSDA,sea_mean,20,100,sqrt,10,5,0.1732852557050467,0.0739537217151398,0.2719443356923247,0.8034522428648259,MSDA_sea_mean
11902,MSDA,sea_median,20,100,sqrt,10,5,0.1769766827468252,0.0780427234839236,0.2793612777102862,0.7951835806426142,MSDA_sea_median
11904,MSDA,"(35.9375, 14.541667938232422)",20,100,log2,10,1,0.1807168778748611,0.0778144136256056,0.2789523500987321,0.7609826854908811,"MSDA_(35.9375, 14.541667938232422)"
11905,MSDA,"(35.895835876464844, 14.583335876464844)",20,100,log2,10,1,0.2033072269792678,0.0855225236956306,0.2924423425149487,0.7692342415284128,"MSDA_(35.895835876464844, 14.583335876464844)"
11906,MSDA,"(35.97916793823242, 14.5)",20,100,log2,10,1,0.1867383307498309,0.0904794751958744,0.3007980638166981,0.796317837918014,"MSDA_(35.97916793823242, 14.5)"
11907,MSDA,"(35.97916793823242, 14.458335876464844)",20,100,log2,10,1,0.17888929831893,0.0809949583488729,0.2845961319991417,0.7772368198194661,"MSDA_(35.97916793823242, 14.458335876464844)"
11908,MSDA,"(35.9375, 14.583335876464844)",20,100,log2,10,1,0.185637849915407,0.0809203959024658,0.2844651048941958,0.8267232639038185,"MSDA_(35.9375, 14.583335876464844)"
11909,MSDA,sea_mean,20,100,log2,10,1,0.1732863219902121,0.0724932605142787,0.2692457251550686,0.8073337293776732,MSDA_sea_mean
11910,MSDA,sea_median,20,100,log2,10,1,0.1768795129813243,0.0769102694314248,0.2773270081175377,0.7981556089594803,MSDA_sea_median
11912,MSDA,"(35.9375, 14.541667938232422)",20,100,log2,10,3,0.180255329904839,0.0785230360195873,0.2802196210467557,0.7588060576179851,"MSDA_(35.9375, 14.541667938232422)"
11913,MSDA,"(35.895835876464844, 14.583335876464844)",20,100,log2,10,3,0.2038720248240767,0.0862194424958118,0.2936314739530008,0.7673537428180462,"MSDA_(35.895835876464844, 14.583335876464844)"
11914,MSDA,"(35.97916793823242, 14.5)",20,100,log2,10,3,0.1863842446071468,0.0917794735358705,0.3029512725437385,0.7933913568346503,"MSDA_(35.97916793823242, 14.5)"
11915,MSDA,"(35.97916793823242, 14.458335876464844)",20,100,log2,10,3,0.1783677723433625,0.0819413559852574,0.2862540060597536,0.7746339103113424,"MSDA_(35.97916793823242, 14.458335876464844)"
11916,MSDA,"(35.9375, 14.583335876464844)",20,100,log2,10,3,0.1854312496470428,0.0816781936453015,0.2857939706244719,0.8251005738757335,"MSDA_(35.9375, 14.583335876464844)"
11917,MSDA,sea_mean,20,100,log2,10,3,0.1729597097756471,0.07323682987314,0.2706230401742247,0.805357535531452,MSDA_sea_mean
11918,MSDA,sea_median,20,100,log2,10,3,0.1768653654373409,0.0778380228875029,0.2789946646219295,0.7957207997621886,MSDA_sea_median
11920,MSDA,"(35.9375, 14.541667938232422)",20,100,log2,10,5,0.1837317228959865,0.0823371527658507,0.2869445116496407,0.7470904910610954,"MSDA_(35.9375, 14.541667938232422)"
11921,MSDA,"(35.895835876464844, 14.583335876464844)",20,100,log2,10,5,0.2066371236232565,0.0892555315760667,0.2987566427312818,0.7591614518388206,"MSDA_(35.895835876464844, 14.583335876464844)"
11922,MSDA,"(35.97916793823242, 14.5)",20,100,log2,10,5,0.189407304758313,0.0947756729214257,0.3078565784930147,0.786646486049785,"MSDA_(35.97916793823242, 14.5)"
11923,MSDA,"(35.97916793823242, 14.458335876464844)",20,100,log2,10,5,0.1813210878279824,0.0847385202874654,0.2910988153316077,0.7669407744896856,"MSDA_(35.97916793823242, 14.458335876464844)"
11924,MSDA,"(35.9375, 14.583335876464844)",20,100,log2,10,5,0.187911727169053,0.0848185962850552,0.2912363237734181,0.8183759562638742,"MSDA_(35.9375, 14.583335876464844)"
11925,MSDA,sea_mean,20,100,log2,10,5,0.1757098340909343,0.0763732226829312,0.2763570565101084,0.7970219040316088,MSDA_sea_mean
11926,MSDA,sea_median,20,100,log2,10,5,0.1796643932834331,0.0809605082928112,0.2845356010990738,0.7875261052197475,MSDA_sea_median
11928,MSDA,"(35.9375, 14.541667938232422)",20,100,0.5,10,1,0.1818475830439245,0.0853998356661629,0.292232502754507,0.7376830534423053,"MSDA_(35.9375, 14.541667938232422)"
11929,MSDA,"(35.895835876464844, 14.583335876464844)",20,100,0.5,10,1,0.2039222859214639,0.0894252717951397,0.2990405855316962,0.7587034411452059,"MSDA_(35.895835876464844, 14.583335876464844)"
11930,MSDA,"(35.97916793823242, 14.5)",20,100,0.5,10,1,0.1871263534195349,0.0995388169639297,0.3154977289362472,0.7759239716366004,"MSDA_(35.97916793823242, 14.5)"
11931,MSDA,"(35.97916793823242, 14.458335876464844)",20,100,0.5,10,1,0.1792230601691276,0.08898095918059,0.2982967636106534,0.7552726509568192,"MSDA_(35.97916793823242, 14.458335876464844)"
11932,MSDA,"(35.9375, 14.583335876464844)",20,100,0.5,10,1,0.1857207815117255,0.0875513963856311,0.2958908521492868,0.8125241475010765,"MSDA_(35.9375, 14.583335876464844)"
11933,MSDA,sea_mean,20,100,0.5,10,1,0.1741967586529073,0.0796171030555462,0.2821650280519297,0.7884006014539215,MSDA_sea_mean
11934,MSDA,sea_median,20,100,0.5,10,1,0.1776250860895868,0.0842611218226119,0.2902776633201597,0.7788639287261814,MSDA_sea_median
11936,MSDA,"(35.9375, 14.541667938232422)",20,100,0.5,10,3,0.1820091499310661,0.0869539635850471,0.2948795747166072,0.7329093429654444,"MSDA_(35.9375, 14.541667938232422)"
11937,MSDA,"(35.895835876464844, 14.583335876464844)",20,100,0.5,10,3,0.2035981649708128,0.0900926642104112,0.3001544006181006,0.7569026135941337,"MSDA_(35.895835876464844, 14.583335876464844)"
11938,MSDA,"(35.97916793823242, 14.5)",20,100,0.5,10,3,0.1875746713492409,0.1017651489757374,0.3190065030304829,0.7709121817616519,"MSDA_(35.97916793823242, 14.5)"
11939,MSDA,"(35.97916793823242, 14.458335876464844)",20,100,0.5,10,3,0.1798272723012884,0.0910318033187829,0.3017147714626894,0.7496321447871557,"MSDA_(35.97916793823242, 14.458335876464844)"
11940,MSDA,"(35.9375, 14.583335876464844)",20,100,0.5,10,3,0.1859005605746139,0.0892144576600368,0.298687893393818,0.8089629955029534,"MSDA_(35.9375, 14.583335876464844)"
11941,MSDA,sea_mean,20,100,0.5,10,3,0.1742272474341109,0.0812391747795926,0.2850248669495218,0.7840896005755382,MSDA_sea_mean
11942,MSDA,sea_median,20,100,0.5,10,3,0.1779003129545999,0.0861360392351253,0.2934894192899044,0.7739433691419058,MSDA_sea_median
11944,MSDA,"(35.9375, 14.541667938232422)",20,100,0.5,10,5,0.1802004381903401,0.0833705348416824,0.2887395623077697,0.7439163206584816,"MSDA_(35.9375, 14.541667938232422)"
11945,MSDA,"(35.895835876464844, 14.583335876464844)",20,100,0.5,10,5,0.2037490475494244,0.0896910999671363,0.2994847240964659,0.7579861559543218,"MSDA_(35.895835876464844, 14.583335876464844)"
11946,MSDA,"(35.97916793823242, 14.5)",20,100,0.5,10,5,0.1852660784299976,0.0965969849126545,0.3108005548782925,0.7825464538226281,"MSDA_(35.97916793823242, 14.5)"
11947,MSDA,"(35.97916793823242, 14.458335876464844)",20,100,0.5,10,5,0.1774650320815599,0.086406661662741,0.2939501006340038,0.7623528287048813,"MSDA_(35.97916793823242, 14.458335876464844)"
11948,MSDA,"(35.9375, 14.583335876464844)",20,100,0.5,10,5,0.185649226823905,0.0871897500689133,0.2952791053713643,0.8132985492162831,"MSDA_(35.9375, 14.583335876464844)"
11949,MSDA,sea_mean,20,100,0.5,10,5,0.1728664431062936,0.0781185363453672,0.2794969344113944,0.7923833614688625,MSDA_sea_mean
11950,MSDA,sea_median,20,100,0.5,10,5,0.1760895788986358,0.0822434824025622,0.2867812448584499,0.7841590499510837,MSDA_sea_median
11952,MUCR,"(38.1875, 14.875)",20,100,sqrt,10,1,0.1555552288962102,0.0543743843820714,0.2331831563000883,0.7124695899304008,"MUCR_(38.1875, 14.875)"
11953,MUCR,"(38.1875, 14.833335876464844)",20,100,sqrt,10,1,0.1540786622570425,0.0531218557855632,0.2304817905726248,0.7198898588140737,"MUCR_(38.1875, 14.833335876464844)"
11954,MUCR,"(38.1875, 14.791667938232422)",20,100,sqrt,10,1,0.1539569201179723,0.0529912251318512,0.2301982300797538,0.7256665613343748,"MUCR_(38.1875, 14.791667938232422)"
11955,MUCR,"(38.1875, 14.958335876464844)",20,100,sqrt,10,1,0.0874491788791322,0.0162531061070288,0.1274876704118044,0.6831410509954028,"MUCR_(38.1875, 14.958335876464844)"
11956,MUCR,"(38.145835876464844, 14.708335876464844)",20,100,sqrt,10,1,0.154648604603126,0.0540235608850854,0.2324296901970259,0.7168779538388821,"MUCR_(38.145835876464844, 14.708335876464844)"
11957,MUCR,sea_mean,20,100,sqrt,10,1,0.1392774474374941,0.0431440043296653,0.2077113485817887,0.7205892627271658,MUCR_sea_mean
11958,MUCR,sea_median,20,100,sqrt,10,1,0.154107368161249,0.0534026561862407,0.2310901473153728,0.7180520651547757,MUCR_sea_median
11960,MUCR,"(38.1875, 14.875)",20,100,sqrt,10,3,0.1559503303476341,0.0557991557632757,0.2362184492440752,0.704935433835602,"MUCR_(38.1875, 14.875)"
11961,MUCR,"(38.1875, 14.833335876464844)",20,100,sqrt,10,3,0.1543996502768137,0.0545178952812218,0.2334906749341862,0.7125285794602694,"MUCR_(38.1875, 14.833335876464844)"
11962,MUCR,"(38.1875, 14.791667938232422)",20,100,sqrt,10,3,0.1542467182032601,0.054375393277538,0.233185319601252,0.7185007785816104,"MUCR_(38.1875, 14.791667938232422)"
11963,MUCR,"(38.1875, 14.958335876464844)",20,100,sqrt,10,3,0.0876910554111288,0.016591637546076,0.1288085305640742,0.6765412838324292,"MUCR_(38.1875, 14.958335876464844)"
11964,MUCR,"(38.145835876464844, 14.708335876464844)",20,100,sqrt,10,3,0.1547772484473149,0.0553453797412481,0.2352559876841569,0.709950678904022,"MUCR_(38.145835876464844, 14.708335876464844)"
11965,MUCR,sea_mean,20,100,sqrt,10,3,0.1396200652373101,0.044273351033239,0.210412335743984,0.713275347387481,MUCR_sea_mean
11966,MUCR,sea_median,20,100,sqrt,10,3,0.1544118160866914,0.0548203801352859,0.2341375239795748,0.7105669629489997,MUCR_sea_median
11968,MUCR,"(38.1875, 14.875)",20,100,sqrt,10,5,0.1546625652344228,0.0541380834020295,0.2326759192568701,0.7137191437131868,"MUCR_(38.1875, 14.875)"
11969,MUCR,"(38.1875, 14.833335876464844)",20,100,sqrt,10,5,0.1530998865691795,0.0528270155005089,0.2298412832815483,0.7214445438425345,"MUCR_(38.1875, 14.833335876464844)"
11970,MUCR,"(38.1875, 14.791667938232422)",20,100,sqrt,10,5,0.1529288952267021,0.0526307462533437,0.2294139190488313,0.7275327459727041,"MUCR_(38.1875, 14.791667938232422)"
11971,MUCR,"(38.1875, 14.958335876464844)",20,100,sqrt,10,5,0.086943815449308,0.0160066731809849,0.1265174817208474,0.6879453313238648,"MUCR_(38.1875, 14.958335876464844)"
11972,MUCR,"(38.145835876464844, 14.708335876464844)",20,100,sqrt,10,5,0.1533787843799068,0.053596571958074,0.2315093344944734,0.7191156807995459,"MUCR_(38.145835876464844, 14.708335876464844)"
11973,MUCR,sea_mean,20,100,sqrt,10,5,0.1383148596823784,0.0428478771690424,0.2069972878301607,0.7225070519903956,MUCR_sea_mean
11974,MUCR,sea_median,20,100,sqrt,10,5,0.1530917290367628,0.0531109041291595,0.2304580311665435,0.7195924171869666,MUCR_sea_median
11976,MUCR,"(38.1875, 14.875)",20,100,log2,10,1,0.1564924550418498,0.0558105455605438,0.236242556624635,0.7048752048671946,"MUCR_(38.1875, 14.875)"
11977,MUCR,"(38.1875, 14.833335876464844)",20,100,log2,10,1,0.1549891190303007,0.0546138781869507,0.2336961236027477,0.7120224641358408,"MUCR_(38.1875, 14.833335876464844)"
11978,MUCR,"(38.1875, 14.791667938232422)",20,100,log2,10,1,0.1547959412970885,0.0545318864671733,0.2335206339216587,0.7176906196405104,"MUCR_(38.1875, 14.791667938232422)"
11979,MUCR,"(38.1875, 14.958335876464844)",20,100,log2,10,1,0.0880348065100832,0.0168478478661373,0.1297992598828566,0.6715463904130323,"MUCR_(38.1875, 14.958335876464844)"
11980,MUCR,"(38.145835876464844, 14.708335876464844)",20,100,log2,10,1,0.1552666527268316,0.0554457635313192,0.2354692411575644,0.7094245961434504,"MUCR_(38.145835876464844, 14.708335876464844)"
11981,MUCR,sea_mean,20,100,log2,10,1,0.1400925593932563,0.0444250367765503,0.210772476325896,0.7122929947748549,MUCR_sea_mean
11982,MUCR,sea_median,20,100,log2,10,1,0.1549896660419219,0.0549110325856298,0.2343310320585599,0.7100883487191385,MUCR_sea_median
11984,MUCR,"(38.1875, 14.875)",20,100,log2,10,3,0.1556058461977328,0.0548225601297199,0.2341421793050538,0.7100996475766785,"MUCR_(38.1875, 14.875)"
11985,MUCR,"(38.1875, 14.833335876464844)",20,100,log2,10,3,0.1539599223745903,0.0534746378528284,0.2312458385632668,0.7180296482998099,"MUCR_(38.1875, 14.833335876464844)"
11986,MUCR,"(38.1875, 14.791667938232422)",20,100,log2,10,3,0.1537294618613131,0.0532731652848107,0.2308098032684287,0.7242069685156234,"MUCR_(38.1875, 14.791667938232422)"
11987,MUCR,"(38.1875, 14.958335876464844)",20,100,log2,10,3,0.0870505920285892,0.0161385970055165,0.1270377778675167,0.6853734386582737,"MUCR_(38.1875, 14.958335876464844)"
11988,MUCR,"(38.145835876464844, 14.708335876464844)",20,100,log2,10,3,0.1542710194622058,0.0542679891928049,0.232954908067645,0.7155969749199166,"MUCR_(38.145835876464844, 14.708335876464844)"
11989,MUCR,sea_mean,20,100,log2,10,3,0.1390893803153261,0.0433430683329279,0.2081899813461925,0.719300077340221,MUCR_sea_mean
11990,MUCR,sea_median,20,100,log2,10,3,0.1539439383634281,0.0537420829990025,0.2318233875151568,0.7162600065621179,MUCR_sea_median
11992,MUCR,"(38.1875, 14.875)",20,100,log2,10,5,0.1559427987260687,0.0554656655932536,0.2355114977941707,0.7066989216696313,"MUCR_(38.1875, 14.875)"
11993,MUCR,"(38.1875, 14.833335876464844)",20,100,log2,10,5,0.1542913873152933,0.0541171201703767,0.2326308667618653,0.714641856024548,"MUCR_(38.1875, 14.833335876464844)"
11994,MUCR,"(38.1875, 14.791667938232422)",20,100,log2,10,5,0.1540313051421221,0.0539155512008864,0.232197224791526,0.7208813624955903,"MUCR_(38.1875, 14.791667938232422)"
11995,MUCR,"(38.1875, 14.958335876464844)",20,100,log2,10,5,0.0874617921586357,0.0163912977147107,0.1280285035244527,0.6804469661058439,"MUCR_(38.1875, 14.958335876464844)"
11996,MUCR,"(38.145835876464844, 14.708335876464844)",20,100,log2,10,5,0.1544728543650302,0.0549234544449886,0.2343575354986236,0.7121618688227732,"MUCR_(38.145835876464844, 14.708335876464844)"
11997,MUCR,sea_mean,20,100,log2,10,5,0.1393869287371081,0.0438929507475623,0.2095064455990848,0.7157389092642967,MUCR_sea_mean
11998,MUCR,sea_median,20,100,log2,10,5,0.1542999013705755,0.0544105857761046,0.2332607677602571,0.7127305383501832,MUCR_sea_median
12000,MUCR,"(38.1875, 14.875)",20,100,0.5,10,1,0.1536838641666327,0.0528739934915678,0.2299434571619028,0.7204036201343993,"MUCR_(38.1875, 14.875)"
12001,MUCR,"(38.1875, 14.833335876464844)",20,100,0.5,10,1,0.1522746527383293,0.0516273099507763,0.2272164385575489,0.7277705594899107,"MUCR_(38.1875, 14.833335876464844)"
12002,MUCR,"(38.1875, 14.791667938232422)",20,100,0.5,10,1,0.1521649700069702,0.0514574087772584,0.2268422552728183,0.7336070668386362,"MUCR_(38.1875, 14.791667938232422)"
12003,MUCR,"(38.1875, 14.958335876464844)",20,100,0.5,10,1,0.0873042567046242,0.0159413771073746,0.1262591664291136,0.689218296941763,"MUCR_(38.1875, 14.958335876464844)"
12004,MUCR,"(38.145835876464844, 14.708335876464844)",20,100,0.5,10,1,0.1527903791117748,0.0524800678028586,0.2290852849985321,0.7249669600523954,"MUCR_(38.145835876464844, 14.708335876464844)"
12005,MUCR,sea_mean,20,100,0.5,10,1,0.1377469815719274,0.0419301205493929,0.2047684559432749,0.7284506600934795,MUCR_sea_mean
12006,MUCR,sea_median,20,100,0.5,10,1,0.1522260262834412,0.0518877691138598,0.2277888696004699,0.7260501557383587,MUCR_sea_median
12008,MUCR,"(38.1875, 14.875)",20,100,0.5,10,3,0.1534427223934792,0.052636977003633,0.2294274983597934,0.7216569575053623,"MUCR_(38.1875, 14.875)"
12009,MUCR,"(38.1875, 14.833335876464844)",20,100,0.5,10,3,0.1519758112578212,0.0513923495842417,0.2266988080785643,0.7290094992910499,"MUCR_(38.1875, 14.833335876464844)"
12010,MUCR,"(38.1875, 14.791667938232422)",20,100,0.5,10,3,0.1518261957256692,0.0512148358820623,0.226306950582748,0.7348628569491809,"MUCR_(38.1875, 14.791667938232422)"
12011,MUCR,"(38.1875, 14.958335876464844)",20,100,0.5,10,3,0.0870670782581019,0.0158266842872836,0.1258041505169189,0.6914542662508354,"MUCR_(38.1875, 14.958335876464844)"
12012,MUCR,"(38.145835876464844, 14.708335876464844)",20,100,0.5,10,3,0.1524091187603117,0.0521935014496769,0.2284589710422353,0.7264687724273022,"MUCR_(38.145835876464844, 14.708335876464844)"
12013,MUCR,sea_mean,20,100,0.5,10,3,0.1373132138521695,0.0417106630934511,0.2042318855944171,0.7298719182849117,MUCR_sea_mean
12014,MUCR,sea_median,20,100,0.5,10,3,0.1519362711582823,0.0516486582272772,0.2272634115454514,0.7273125802221875,MUCR_sea_median
12016,MUCR,"(38.1875, 14.875)",20,100,0.5,10,5,0.1540810034748229,0.053597258443306,0.2315108171194298,0.7165790128211286,"MUCR_(38.1875, 14.875)"
