,Station,Target Variable,RF_max_depth,RF_n_estimators,RF_max_features,RF_min_samples_split,RF_min_samples_leaf,MAE,MSE,RMSE,R2,Station_Target
12017,MUCR,"(38.1875, 14.833335876464844)",20,100,0.5,10,5,0.1525840101597039,0.0523021585410981,0.2286966517924959,0.7242121007139746,"MUCR_(38.1875, 14.833335876464844)"
12018,MUCR,"(38.1875, 14.791667938232422)",20,100,0.5,10,5,0.1524235714885161,0.0521011114474342,0.2282566788670908,0.7302746440356499,"MUCR_(38.1875, 14.791667938232422)"
12019,MUCR,"(38.1875, 14.958335876464844)",20,100,0.5,10,5,0.0873317729996163,0.0160413602773851,0.1266544917378973,0.6872690964653095,"MUCR_(38.1875, 14.958335876464844)"
12020,MUCR,"(38.145835876464844, 14.708335876464844)",20,100,0.5,10,5,0.1530496967499993,0.0530649865031853,0.2303583870910397,0.7219015682758956,"MUCR_(38.145835876464844, 14.708335876464844)"
12021,MUCR,sea_mean,20,100,0.5,10,5,0.1379471499206506,0.0424455757567217,0.2060232408169567,0.7251124507235198,MUCR_sea_mean
12022,MUCR,sea_median,20,100,0.5,10,5,0.1525629434037708,0.052564328451243,0.2292691179623697,0.7224781516172496,MUCR_sea_median
12024,WDD,"(35.85416793823242, 14.583335876464844)",20,100,sqrt,10,1,0.2140497136791767,0.2223182345929837,0.4715063462913131,0.6785457279606465,"WDD_(35.85416793823242, 14.583335876464844)"
12025,WDD,"(35.8125, 14.583335876464844)",20,100,sqrt,10,1,0.2136553507178816,0.2247416886129695,0.4740692867218562,0.6793225591164394,"WDD_(35.8125, 14.583335876464844)"
12026,WDD,"(35.8125, 14.458335876464844)",20,100,sqrt,10,1,0.1366176792852775,0.0740565632756044,0.2721333556835774,0.7559767435888869,"WDD_(35.8125, 14.458335876464844)"
12027,WDD,"(35.770835876464844, 14.541667938232422)",20,100,sqrt,10,1,0.1432442257730546,0.062647464818018,0.2502947558739855,0.8961407065086651,"WDD_(35.770835876464844, 14.541667938232422)"
12028,WDD,"(35.770835876464844, 14.5)",20,100,sqrt,10,1,0.1339485287899771,0.0495693444395559,0.2226417401107795,0.91074669139567,"WDD_(35.770835876464844, 14.5)"
12029,WDD,sea_mean,20,100,sqrt,10,1,0.1362880710190456,0.0611175086093049,0.2472195554750978,0.8787285408187677,WDD_sea_mean
12030,WDD,sea_median,20,100,sqrt,10,1,0.1489928121175327,0.0661801470426804,0.2572550233575244,0.888571931015488,WDD_sea_median
12032,WDD,"(35.85416793823242, 14.583335876464844)",20,100,sqrt,10,3,0.2154696889392761,0.226556925733045,0.4759799635835998,0.6724169217593803,"WDD_(35.85416793823242, 14.583335876464844)"
12033,WDD,"(35.8125, 14.583335876464844)",20,100,sqrt,10,3,0.2151391139377836,0.2294101387018857,0.4789677846180113,0.6726612821782545,"WDD_(35.8125, 14.583335876464844)"
12034,WDD,"(35.8125, 14.458335876464844)",20,100,sqrt,10,3,0.1369784644924417,0.079044634832166,0.2811487770419179,0.7395405843802298,"WDD_(35.8125, 14.458335876464844)"
12035,WDD,"(35.770835876464844, 14.541667938232422)",20,100,sqrt,10,3,0.1429747014496826,0.0618837730970504,0.2487644932401938,0.8974067830021877,"WDD_(35.770835876464844, 14.541667938232422)"
12036,WDD,"(35.770835876464844, 14.5)",20,100,sqrt,10,3,0.1337084630794487,0.0497920810462908,0.2231413924987715,0.9103456374918276,"WDD_(35.770835876464844, 14.5)"
12037,WDD,sea_mean,20,100,sqrt,10,3,0.1364915261998379,0.0606250123351544,0.2462214700938048,0.8797057688368362,WDD_sea_mean
12038,WDD,sea_median,20,100,sqrt,10,3,0.1485697188792633,0.0652539098250982,0.2554484484687628,0.8901314443920633,WDD_sea_median
12040,WDD,"(35.85416793823242, 14.583335876464844)",20,100,sqrt,10,5,0.2177384752062586,0.227629540405016,0.4771053766255585,0.670866007282264,"WDD_(35.85416793823242, 14.583335876464844)"
12041,WDD,"(35.8125, 14.583335876464844)",20,100,sqrt,10,5,0.2175849958718592,0.230124451026756,0.4797128839490931,0.6716420505005685,"WDD_(35.8125, 14.583335876464844)"
12042,WDD,"(35.8125, 14.458335876464844)",20,100,sqrt,10,5,0.1385145634535053,0.0793503718348158,0.2816919804233267,0.7385331525512058,"WDD_(35.8125, 14.458335876464844)"
12043,WDD,"(35.770835876464844, 14.541667938232422)",20,100,sqrt,10,5,0.1435274620254005,0.0626362133342123,0.2502722783973734,0.8961593596363244,"WDD_(35.770835876464844, 14.541667938232422)"
12044,WDD,"(35.770835876464844, 14.5)",20,100,sqrt,10,5,0.1341654444480729,0.050376288787725,0.2244466279268303,0.9092937277999646,"WDD_(35.770835876464844, 14.5)"
12045,WDD,sea_mean,20,100,sqrt,10,5,0.1373461710080884,0.0613605275378792,0.2477105721156835,0.8782463343161228,WDD_sea_mean
12046,WDD,sea_median,20,100,sqrt,10,5,0.1492172867203623,0.0660886433985811,0.2570771156648938,0.8887259964689911,WDD_sea_median
12048,WDD,"(35.85416793823242, 14.583335876464844)",20,100,log2,10,1,0.2138833121140731,0.2278209802617298,0.4773059608487305,0.6705892006591279,"WDD_(35.85416793823242, 14.583335876464844)"
12049,WDD,"(35.8125, 14.583335876464844)",20,100,log2,10,1,0.2134722401715787,0.2304025888737623,0.480002696735927,0.671245183619567,"WDD_(35.8125, 14.583335876464844)"
12050,WDD,"(35.8125, 14.458335876464844)",20,100,log2,10,1,0.1362267502986954,0.0780585126219179,0.279389535634243,0.7427899486812511,"WDD_(35.8125, 14.458335876464844)"
12051,WDD,"(35.770835876464844, 14.541667938232422)",20,100,log2,10,1,0.1444107689205047,0.064290842023328,0.25355638825186,0.8934162547534494,"WDD_(35.770835876464844, 14.541667938232422)"
12052,WDD,"(35.770835876464844, 14.5)",20,100,log2,10,1,0.1353736490819551,0.0512549029207439,0.2263954569348598,0.907711717401298,"WDD_(35.770835876464844, 14.5)"
12053,WDD,sea_mean,20,100,log2,10,1,0.1367988626019555,0.0622618385766696,0.249523222519808,0.8764579220045381,WDD_sea_mean
12054,WDD,sea_median,20,100,log2,10,1,0.1499655142524889,0.067797862298082,0.2603802263960957,0.8858481702634918,WDD_sea_median
12056,WDD,"(35.85416793823242, 14.583335876464844)",20,100,log2,10,3,0.2169421726889845,0.2300242975205955,0.4796084835786326,0.6674033812556179,"WDD_(35.85416793823242, 14.583335876464844)"
12057,WDD,"(35.8125, 14.583335876464844)",20,100,log2,10,3,0.2167949790175418,0.2327666813820816,0.4824589945084263,0.6678719281267448,"WDD_(35.8125, 14.583335876464844)"
12058,WDD,"(35.8125, 14.458335876464844)",20,100,log2,10,3,0.1380264976530465,0.0785614859840257,0.280288219488486,0.7411326047230552,"WDD_(35.8125, 14.458335876464844)"
12059,WDD,"(35.770835876464844, 14.541667938232422)",20,100,log2,10,3,0.1438913570200569,0.0638967239446577,0.2527780131749154,0.89406963833923,"WDD_(35.770835876464844, 14.541667938232422)"
12060,WDD,"(35.770835876464844, 14.5)",20,100,log2,10,3,0.1345153040767223,0.0508937787210233,0.2255964953651172,0.9083619485069656,"WDD_(35.770835876464844, 14.5)"
12061,WDD,sea_mean,20,100,log2,10,3,0.1371967837401506,0.0623226239866573,0.2496449959175175,0.8763373095068452,WDD_sea_mean
12062,WDD,sea_median,20,100,log2,10,3,0.1496550488526051,0.0674076468565274,0.2596298265926461,0.8865051792772725,WDD_sea_median
12064,WDD,"(35.85416793823242, 14.583335876464844)",20,100,log2,10,5,0.2191822592944856,0.2286792047121737,0.4782041454359986,0.6693482771853118,"WDD_(35.85416793823242, 14.583335876464844)"
12065,WDD,"(35.8125, 14.583335876464844)",20,100,log2,10,5,0.2189918168839545,0.2305477777803548,0.4801539105124052,0.6710380177515072,"WDD_(35.8125, 14.583335876464844)"
12066,WDD,"(35.8125, 14.458335876464844)",20,100,log2,10,5,0.1374428109056539,0.0769974983797513,0.2774842308668211,0.7462860891854832,"WDD_(35.8125, 14.458335876464844)"
12067,WDD,"(35.770835876464844, 14.541667938232422)",20,100,log2,10,5,0.1456187621945409,0.0648392283783232,0.2546354813813724,0.8925071194906652,"WDD_(35.770835876464844, 14.541667938232422)"
12068,WDD,"(35.770835876464844, 14.5)",20,100,log2,10,5,0.135687943790363,0.0513857087348733,0.226684160749871,0.9074761917588324,"WDD_(35.770835876464844, 14.5)"
12069,WDD,sea_mean,20,100,log2,10,5,0.1390129312375342,0.0631690850697486,0.251334607783625,0.8746577323607476,WDD_sea_mean
12070,WDD,sea_median,20,100,log2,10,5,0.1511563969725937,0.0683740749013888,0.2614843683691031,0.8848779962675108,WDD_sea_median
12072,WDD,"(35.85416793823242, 14.583335876464844)",20,100,0.5,10,1,0.2124954895540834,0.2308684144901207,0.4804876840150231,0.6661828560636491,"WDD_(35.85416793823242, 14.583335876464844)"
12073,WDD,"(35.8125, 14.583335876464844)",20,100,0.5,10,1,0.2121211467514901,0.2358591327614253,0.4856533051070746,0.6634593983441972,"WDD_(35.8125, 14.583335876464844)"
12074,WDD,"(35.8125, 14.458335876464844)",20,100,0.5,10,1,0.1412467574976416,0.0863850932500263,0.293913411143531,0.7153530919089623,"WDD_(35.8125, 14.458335876464844)"
12075,WDD,"(35.770835876464844, 14.541667938232422)",20,100,0.5,10,1,0.140437560140833,0.0581682084270497,0.2411808624809393,0.9035665840838214,"WDD_(35.770835876464844, 14.541667938232422)"
12076,WDD,"(35.770835876464844, 14.5)",20,100,0.5,10,1,0.1321693642959015,0.0480527145055965,0.2192092938394641,0.9134774969180086,"WDD_(35.770835876464844, 14.5)"
12077,WDD,sea_mean,20,100,0.5,10,1,0.1347183136123855,0.0581429479359952,0.2411284884371717,0.8846307662445675,WDD_sea_mean
12078,WDD,sea_median,20,100,0.5,10,1,0.1457695749053665,0.061363888682244,0.2477173564412556,0.8966811056368111,WDD_sea_median
12080,WDD,"(35.85416793823242, 14.583335876464844)",20,100,0.5,10,3,0.2132812825855138,0.2323993684339243,0.4820781766829155,0.6639692198928142,"WDD_(35.85416793823242, 14.583335876464844)"
12081,WDD,"(35.8125, 14.583335876464844)",20,100,0.5,10,3,0.2132609143589043,0.237723181745368,0.4875686431112732,0.6607996405505208,"WDD_(35.8125, 14.583335876464844)"
12082,WDD,"(35.8125, 14.458335876464844)",20,100,0.5,10,3,0.1409973590088958,0.0885269326937054,0.2975347587992123,0.7082955319488646,"WDD_(35.8125, 14.458335876464844)"
12083,WDD,"(35.770835876464844, 14.541667938232422)",20,100,0.5,10,3,0.1407669175889483,0.058588346757723,0.2420502979913949,0.9028700631580486,"WDD_(35.770835876464844, 14.541667938232422)"
12084,WDD,"(35.770835876464844, 14.5)",20,100,0.5,10,3,0.1321218483534472,0.0488713692531883,0.2210686980401981,0.9120034478731136,"WDD_(35.770835876464844, 14.5)"
12085,WDD,sea_mean,20,100,0.5,10,3,0.1349434847796846,0.0583927104100559,0.2416458367323052,0.8841351789674146,WDD_sea_mean
12086,WDD,sea_median,20,100,0.5,10,3,0.1462359701614979,0.0618049582101094,0.2486060301161448,0.8959384731711224,WDD_sea_median
12088,WDD,"(35.85416793823242, 14.583335876464844)",20,100,0.5,10,5,0.2144306634172967,0.2322870859829363,0.4819617059299798,0.6641315712789309,"WDD_(35.85416793823242, 14.583335876464844)"
12089,WDD,"(35.8125, 14.583335876464844)",20,100,0.5,10,5,0.2147180220988418,0.2381155782059818,0.4879708784404883,0.6602397413454466,"WDD_(35.8125, 14.583335876464844)"
12090,WDD,"(35.8125, 14.458335876464844)",20,100,0.5,10,5,0.1438358518445357,0.0918753119303165,0.3031094058756945,0.6972623112743327,"WDD_(35.8125, 14.458335876464844)"
12091,WDD,"(35.770835876464844, 14.541667938232422)",20,100,0.5,10,5,0.1416721420984619,0.059682516896775,0.2443000550486532,0.9010561072712244,"WDD_(35.770835876464844, 14.541667938232422)"
12092,WDD,"(35.770835876464844, 14.5)",20,100,0.5,10,5,0.1333984635944041,0.0511252732932447,0.2261089854323457,0.9079451252318488,"WDD_(35.770835876464844, 14.5)"
12093,WDD,sea_mean,20,100,0.5,10,5,0.135969366034856,0.0589417530255127,0.2427792269233773,0.8830457497572882,WDD_sea_mean
12094,WDD,sea_median,20,100,0.5,10,5,0.1471553601208713,0.0628107579567951,0.250620745264224,0.894244999696577,WDD_sea_median
12096,AIO,"(37.895835876464844, 15.333335876464844)",30,100,sqrt,2,1,0.1837536528579981,0.0728860221282842,0.269974113811462,0.5597368466065857,"AIO_(37.895835876464844, 15.333335876464844)"
12097,AIO,"(37.9375, 15.375)",30,100,sqrt,2,1,0.1749076356685418,0.0654465589386262,0.2558252507838628,0.5697615646630776,"AIO_(37.9375, 15.375)"
12098,AIO,"(37.895835876464844, 15.375)",30,100,sqrt,2,1,0.1818484176591606,0.0716706753381861,0.2677137937017555,0.5769576663205169,"AIO_(37.895835876464844, 15.375)"
12099,AIO,"(37.85416793823242, 15.333335876464844)",30,100,sqrt,2,1,0.1841337183280945,0.0739141085422113,0.2718714926986855,0.5687906727169469,"AIO_(37.85416793823242, 15.333335876464844)"
12100,AIO,"(37.97916793823242, 15.416667938232422)",30,100,sqrt,2,1,0.1638959190587066,0.0574724691592993,0.2397341635213874,0.5772381431069491,"AIO_(37.97916793823242, 15.416667938232422)"
12101,AIO,sea_mean,30,100,sqrt,2,1,0.1768583406546757,0.0673851553185393,0.2595865083523012,0.5731810697397675,AIO_sea_mean
12102,AIO,sea_median,30,100,sqrt,2,1,0.1831306115875854,0.0722884874633669,0.2688651845504861,0.5630529445219981,AIO_sea_median
12104,AIO,"(37.895835876464844, 15.333335876464844)",30,100,sqrt,2,3,0.1826872655736804,0.0729647867346235,0.2701199487905762,0.5592610742575106,"AIO_(37.895835876464844, 15.333335876464844)"
12105,AIO,"(37.9375, 15.375)",30,100,sqrt,2,3,0.1743122739010734,0.0657177007934857,0.2563546387204369,0.5679791081171426,"AIO_(37.9375, 15.375)"
12106,AIO,"(37.895835876464844, 15.375)",30,100,sqrt,2,3,0.1808387449353968,0.0717913211384744,0.2679390250382993,0.5762455440939331,"AIO_(37.895835876464844, 15.375)"
12107,AIO,"(37.85416793823242, 15.333335876464844)",30,100,sqrt,2,3,0.182916690662362,0.073907350892372,0.2718590643925122,0.5688300963357755,"AIO_(37.85416793823242, 15.333335876464844)"
12108,AIO,"(37.97916793823242, 15.416667938232422)",30,100,sqrt,2,3,0.1639890661620908,0.0577881519319639,0.2403916636074636,0.5749160115348579,"AIO_(37.97916793823242, 15.416667938232422)"
12109,AIO,sea_mean,30,100,sqrt,2,3,0.1760465504942626,0.0675596331268493,0.2599223598054798,0.5720759237896693,AIO_sea_mean
12110,AIO,sea_median,30,100,sqrt,2,3,0.1821295763034716,0.0723814580303305,0.269038023391361,0.5624909848392552,AIO_sea_median
12112,AIO,"(37.895835876464844, 15.333335876464844)",30,100,sqrt,2,5,0.1833201236765662,0.0732393640768563,0.2706277222992063,0.5576025081427478,"AIO_(37.895835876464844, 15.333335876464844)"
12113,AIO,"(37.9375, 15.375)",30,100,sqrt,2,5,0.1749381512710043,0.0659398496383185,0.2567875574055693,0.56651872619695,"AIO_(37.9375, 15.375)"
12114,AIO,"(37.895835876464844, 15.375)",30,100,sqrt,2,5,0.1816016131585506,0.0721175995506583,0.2685472017181678,0.5743196576659316,"AIO_(37.895835876464844, 15.375)"
12115,AIO,"(37.85416793823242, 15.333335876464844)",30,100,sqrt,2,5,0.1834849877874309,0.0741431369542469,0.2722923740288129,0.5674545382572294,"AIO_(37.85416793823242, 15.333335876464844)"
12116,AIO,"(37.97916793823242, 15.416667938232422)",30,100,sqrt,2,5,0.1644217541425661,0.0578974246557118,0.2406188368680055,0.5741122120761748,"AIO_(37.97916793823242, 15.416667938232422)"
12117,AIO,sea_mean,30,100,sqrt,2,5,0.1767032694825143,0.0678010286788447,0.2603863066269898,0.5705469195040038,AIO_sea_mean
12118,AIO,sea_median,30,100,sqrt,2,5,0.1827963950417579,0.0726757643714497,0.2695844290226157,0.560712053038729,AIO_sea_median
12120,AIO,"(37.895835876464844, 15.333335876464844)",30,100,log2,2,1,0.1837131926786669,0.0729133384978785,0.27002469979222,0.5595718438987185,"AIO_(37.895835876464844, 15.333335876464844)"
12121,AIO,"(37.9375, 15.375)",30,100,log2,2,1,0.174966130371522,0.0655054404276944,0.2559403063757142,0.5693744842704971,"AIO_(37.9375, 15.375)"
12122,AIO,"(37.895835876464844, 15.375)",30,100,log2,2,1,0.1817837932272098,0.0716546330180448,0.267683830326086,0.5770523574967641,"AIO_(37.895835876464844, 15.375)"
12123,AIO,"(37.85416793823242, 15.333335876464844)",30,100,log2,2,1,0.1840741677894924,0.0738783590665933,0.2718057377367029,0.5689992324579223,"AIO_(37.85416793823242, 15.333335876464844)"
12124,AIO,"(37.97916793823242, 15.416667938232422)",30,100,log2,2,1,0.1641350961935834,0.0574633059461336,0.239715051563588,0.5773055468059669,"AIO_(37.97916793823242, 15.416667938232422)"
12125,AIO,sea_mean,30,100,log2,2,1,0.1768358800746184,0.0673952188248084,0.2596058913522736,0.5731173272884789,AIO_sea_mean
12126,AIO,sea_median,30,100,log2,2,1,0.1831087628595607,0.0723201691126935,0.2689240954483132,0.5628614451024958,AIO_sea_median
12128,AIO,"(37.895835876464844, 15.333335876464844)",30,100,log2,2,3,0.1830655043123727,0.0722976778811333,0.2688822751338089,0.5632907007746129,"AIO_(37.895835876464844, 15.333335876464844)"
12129,AIO,"(37.9375, 15.375)",30,100,log2,2,3,0.1744138373140564,0.065085576489988,0.2551187497813284,0.5721346233296432,"AIO_(37.9375, 15.375)"
12130,AIO,"(37.895835876464844, 15.375)",30,100,log2,2,3,0.1810881427038099,0.0710914677691543,0.2666298328566298,0.5803764888798386,"AIO_(37.895835876464844, 15.375)"
12131,AIO,"(37.85416793823242, 15.333335876464844)",30,100,log2,2,3,0.1833358336969699,0.0731838832515118,0.2705251989214901,0.5730507519166821,"AIO_(37.85416793823242, 15.333335876464844)"
12132,AIO,"(37.97916793823242, 15.416667938232422)",30,100,log2,2,3,0.1635771000670568,0.0571660236030063,0.239094173084595,0.5794923266196841,"AIO_(37.97916793823242, 15.416667938232422)"
12133,AIO,sea_mean,30,100,log2,2,3,0.1761750597363359,0.0668928249608014,0.2586364726035394,0.5762995001363583,AIO_sea_mean
12134,AIO,sea_median,30,100,log2,2,3,0.1824500606865328,0.0717261509444747,0.2678173835740965,0.5664519821106904,AIO_sea_median
12136,AIO,"(37.895835876464844, 15.333335876464844)",30,100,log2,2,5,0.18233228575954,0.07192622061557,0.2681906422967998,0.5655344636020034,"AIO_(37.895835876464844, 15.333335876464844)"
12137,AIO,"(37.9375, 15.375)",30,100,log2,2,5,0.1740655890949772,0.0647923722640922,0.2545434584979394,0.5740621154610769,"AIO_(37.9375, 15.375)"
12138,AIO,"(37.895835876464844, 15.375)",30,100,log2,2,5,0.1805582926138595,0.0708508337141462,0.2661781991714315,0.5817968521136583,"AIO_(37.895835876464844, 15.375)"
12139,AIO,"(37.85416793823242, 15.333335876464844)",30,100,log2,2,5,0.182606018470157,0.0728745820259595,0.2699529255739962,0.5748551919082983,"AIO_(37.85416793823242, 15.333335876464844)"
12140,AIO,"(37.97916793823242, 15.416667938232422)",30,100,log2,2,5,0.1636680190742056,0.0570166910461535,0.2387816807172476,0.580590802289046,"AIO_(37.97916793823242, 15.416667938232422)"
12141,AIO,sea_mean,30,100,log2,2,5,0.1756711161268819,0.0666308049713184,0.2581294345310477,0.5779591400242426,AIO_sea_mean
12142,AIO,sea_median,30,100,log2,2,5,0.1817750629952392,0.0713577086915781,0.2671286369739833,0.5686790277048925,AIO_sea_median
12144,AIO,"(37.895835876464844, 15.333335876464844)",30,100,0.5,2,1,0.182933854237653,0.0737699470562424,0.2716062353044245,0.554397557058571,"AIO_(37.895835876464844, 15.333335876464844)"
12145,AIO,"(37.9375, 15.375)",30,100,0.5,2,1,0.1743725411971576,0.0664720146824683,0.2578216722513225,0.5630203320926744,"AIO_(37.9375, 15.375)"
12146,AIO,"(37.895835876464844, 15.375)",30,100,0.5,2,1,0.181180287260022,0.0726572812304551,0.2695501460405004,0.5711341400719088,"AIO_(37.895835876464844, 15.375)"
12147,AIO,"(37.85416793823242, 15.333335876464844)",30,100,0.5,2,1,0.1833341525429542,0.0747392879541871,0.2733848714800932,0.563976638344569,"AIO_(37.85416793823242, 15.333335876464844)"
12148,AIO,"(37.97916793823242, 15.416667938232422)",30,100,0.5,2,1,0.1638985801430464,0.0585236790095427,0.2419166778242929,0.5695055463562966,"AIO_(37.97916793823242, 15.416667938232422)"
12149,AIO,sea_mean,30,100,0.5,2,1,0.1762024948308508,0.0683244497319027,0.2613894598714774,0.5672315600173958,AIO_sea_mean
12150,AIO,sea_median,30,100,0.5,2,1,0.1823102058470651,0.073182986947272,0.2705235423161394,0.5576461511398982,AIO_sea_median
12152,AIO,"(37.895835876464844, 15.333335876464844)",30,100,0.5,2,3,0.1822582800812867,0.0733361622864166,0.2708065034049526,0.5570178050166967,"AIO_(37.895835876464844, 15.333335876464844)"
12153,AIO,"(37.9375, 15.375)",30,100,0.5,2,3,0.1738912975462425,0.0660282197276118,0.2569595682740999,0.5659377910100634,"AIO_(37.9375, 15.375)"
12154,AIO,"(37.895835876464844, 15.375)",30,100,0.5,2,3,0.180568859868959,0.0722549514284858,0.2688028114222131,0.5735089263778944,"AIO_(37.895835876464844, 15.375)"
12155,AIO,"(37.85416793823242, 15.333335876464844)",30,100,0.5,2,3,0.1825824827993934,0.0743185401906248,0.2726142699688056,0.5664312490225551,"AIO_(37.85416793823242, 15.333335876464844)"
12156,AIO,"(37.97916793823242, 15.416667938232422)",30,100,0.5,2,3,0.163361963797192,0.0579922073131097,0.2408157123468271,0.5734150001270634,"AIO_(37.97916793823242, 15.416667938232422)"
